mobile,firstName,lastName,package
724680200,Ann,Kiptoo,100
700503639,Linda,Njoroge,100
706310664,Linda,Otieno,350
733305898,Kevin,Mwangi,1024
2547088,Alex,Mutua,50
797869192,Daniel,Mwangi,350
795062834,Ann,Mwangi,50
703794395,Grace,Achieng,100
2.54745E+11,Alex,Kariuki,500
2.54718E+11,Rita,Wambui,350
719880221,Kevin,Kamau,2048
721682533,John,Kariuki,350
2.54704E+11,John,Otieno,100
720198464,Kevin,Kiptoo,5120
2.54708E+11,Peter,Otieno,5120
2.5475E+11,Cynthia,Odhiambo,500
723469691,Jane,Korir,100
711117993,Mary,Kamau,5120
2.54771E+11,Ann,Achieng,350
2.54728E+11,David,Njoroge,50
703370057,John,Omondi,3072
0701023A98,Samuel,Achieng,100
702556377,Daniel,Kamau,2048
791200912,Daniel,Korir,3072
717548665,Rita,Wambui,500
2.54726E+11,John,Kariuki,2048
743973540,John,Njoroge,3072
2.54714E+11,Mary,Ochieng,200
729448626,Jane,Odhiambo,5120
728169637,Rita,Korir,50
713100982,Mary,Achieng,200
745515750,Mary,Mwangi,350
2.54715E+11,Kevin,Achieng,5120
254773,Grace,Njoroge,200
2547,Linda,Kariuki,100
745587040,Jane,Mutiso,5120
705217121,Ann,Mutua,500
748602863,Daniel,Omondi,1024
715447537,Peter,Odhiambo,500
2.54706E+11,David,Kamau,2048
754604755,Cynthia,Ochieng,2048
2.548E+11,Kevin,Odhiambo,100
2547,John,Mwangi,350
741263651,Linda,Achieng,500
796795358,Linda,Ochieng,100
703436024,Daniel,Odhiambo,5120
2.54701E+11,Linda,Omondi,350
799397517,Mary,Mwangi,350
708568873,Linda,Odhiambo,5120
710625406,Irene,Mwangi,50
2.54751E+11,Grace,Njoroge,100
708514192,Rita,Kamau,1024
735027081,Rita,Kiptoo,500
2.54711E+11,Cynthia,Mwangi,3072
734708301,David,Kariuki,50
777907960,Jane,Wambui,500
731539451,Rita,Mutua,500
756903260,Daniel,Otieno,3072
706667227,Kevin,Kiptoo,350
25473,Brian,Odhiambo,5120
701724442,Samuel,Njoroge,2048
752797824,Peter,Kariuki,1024
724950,Brian,Kariuki,50
2.54799E+11,Daniel,Mwangi,5120
728985706,Cynthia,Mwangi,50
2.54717E+11,Ann,Otieno,2048
070r14522K,John,Omondi,350
700905926,Irene,Omondi,200
729446377,Ann,Njoroge,200
705396905,Ann,Otieno,350
2.54798E+11,Peter,Mutua,500
2.54712E+11,Daniel,Odhiambo,3072
2.5475E+11,Cynthia,Mutiso,350
2.54748E+11,Peter,Ochieng,3072
2.5471E+11,Kevin,Ochieng,350
728182879,Grace,Wambui,100
726846068,Kevin,Mwangi,200
7088415,Cynthia,Achieng,2048
730895866,Brian,Kamau,1024
0745206A78,Cynthia,Korir,500
740056914,Daniel,Kiptoo,1024
736488782,Alex,Mwangi,3072
722781717,Brian,Wambui,200
2.54746E+11,Alex,Ochieng,5120
774186108,Jane,Mwangi,500
2.54798E+11,Samuel,Wambui,1024
2.54707E+11,Linda,Njoroge,2048
2.54771E+11,Cynthia,Kamau,50
796580862,Grace,Ochieng,100
2.54707E+11,Peter,Omondi,350
2.54741E+11,Cynthia,Mutiso,50
2.54716E+11,Jane,Mutua,3072
715119971,Samuel,Achieng,200
707639199,Ann,Odhiambo,200
742212572,Peter,Omondi,350
723916553,Samuel,Odhiambo,2048
753643221,Rita,Mwangi,2048
798122058,David,Wambui,2048
744667769,Alex,Mwangi,200
758541293,Irene,Ochieng,200
741304442,Rita,Njoroge,200
795108367,Grace,Njoroge,2048
2.5473E+11,Alex,Otieno,350
2.54732E+11,Brian,Mwangi,5120
722228951,Peter,Otieno,3072
713719801,Ann,Kamau,50
254757,Linda,Kariuki,100
2.5471E+11,Cynthia,Otieno,2048
2.54708E+11,Ann,Omondi,50
797771861,Ann,Ochieng,2048
2.54728E+11,Peter,Mutua,50
770955352,Rita,Achieng,5120
2.54792E+11,Samuel,Ochieng,200
727787915,Alex,Achieng,500
2.54701E+11,Rita,Njoroge,2048
707695043,Kevin,Mutua,500
717510841,Grace,Achieng,500
2.54734E+11,Mary,Korir,100
2547Z48488j2,John,Omondi,500
713212509,Brian,Omondi,2048
798315788,Rita,Omondi,2048
2.54717E+11,Cynthia,Otieno,3072
2.54725E+11,Linda,Mutua,100
744439173,Jane,Otieno,350
712294154,Jane,Kamau,3072
714705367,Rita,Korir,50
7495,Samuel,Omondi,5120
2.5474E+11,Peter,Ochieng,100
725946735,Ann,Kiptoo,3072
729238507,Linda,Mutiso,2048
t756819J58,Peter,Otieno,2048
740905050,Peter,Korir,1024
2547,Cynthia,Kariuki,200
2.54712E+11,Jane,Mwangi,3072
708389603,Peter,Mutiso,200
706363295,Grace,Omondi,50
2.54792E+11,Brian,Kariuki,3072
25473427,John,Njoroge,1024
2.54726E+11,Brian,Kariuki,5120
2.5473E+11,David,Omondi,1024
743231707,Brian,Otieno,350
734062178,Ann,Achieng,5120
2.54753E+11,Linda,Kamau,5120
07Y66086s2,Brian,Mwangi,1024
731926666,Alex,Mutiso,1024
743832360,Cynthia,Kariuki,500
2.54792E+11,Samuel,Otieno,100
749101966,Brian,Mutiso,100
749008015,Ann,Kamau,500
2.54702E+11,Rita,Wambui,350
703237848,Daniel,Ochieng,3072
743182055,Mary,Kiptoo,50
748754729,Samuel,Wambui,2048
748094896,Brian,Kiptoo,3072
2.54727E+11,Kevin,Achieng,3072
746434315,John,Odhiambo,1024
2.54717E+11,Mary,Kariuki,5120
793788844,Irene,Otieno,200
2.54738E+11,Linda,Otieno,5120
731155656,Irene,Mwangi,500
726690239,Rita,Kariuki,100
2.54744E+11,David,Korir,100
2.54798E+11,Irene,Njoroge,500
2.54705E+11,Alex,Mwangi,3072
795081872,Irene,Odhiambo,100
2.54796E+11,Brian,Njoroge,1024
2.54797E+11,Jane,Omondi,1024
796677829,Samuel,Odhiambo,500
720467479,Irene,Mwangi,350
704135865,Alex,Mutua,200
2.54714E+11,Brian,Korir,50
2.54701E+11,Grace,Odhiambo,50
2.548E+11,Samuel,Mutua,100
722845455,Ann,Omondi,1024
719611319,Brian,Ochieng,2048
791769544,Grace,Achieng,50
713046908,Ann,Odhiambo,50
750282631,Mary,Kariuki,200
705850916,Samuel,Wambui,100
705173293,David,Achieng,5120
732249970,Jane,Mutiso,2048
790992342,Alex,Wambui,1024
703769281,Rita,Wambui,2048
07L040448i,Grace,Omondi,50
2.54797E+11,Cynthia,Achieng,350
704276769,Ann,Omondi,50
723074187,Daniel,Kamau,1024
743485493,Alex,Omondi,5120
748505316,Daniel,Odhiambo,3072
703872238,Rita,Mwangi,500
25471i9631P7,Daniel,Odhiambo,2048
2.54747E+11,Peter,Wambui,5120
717249062,David,Kariuki,2048
751731290,John,Mutiso,100
795416311,Rita,Wambui,500
70144,Mary,Kariuki,3072
2.54735E+11,Rita,Mutua,3072
790122968,Samuel,Kiptoo,100
754363476,Alex,Mwangi,100
25473091kq73,Cynthia,Kiptoo,3072
075F781158,Cynthia,Otieno,5120
700760872,Ann,Mwangi,500
2.54717E+11,Irene,Mwangi,100
2.54793E+11,Daniel,Wambui,500
2.5475E+11,Linda,Kiptoo,500
726400465,Ann,Wambui,200
714916900,Cynthia,Kariuki,50
706890231,Samuel,Kariuki,500
729007258,Kevin,Kariuki,100
744549711,Jane,Kiptoo,50
727091676,David,Mwangi,5120
757849811,Linda,Wambui,350
716617949,Rita,Mutiso,5120
2.54718E+11,Peter,Korir,100
711042951,David,Odhiambo,100
2.54731E+11,Jane,Mutua,100
2.54729E+11,Grace,Njoroge,500
725966567,Linda,Mutua,1024
745910819,John,Njoroge,1024
729706942,Brian,Kariuki,3072
773794223,Ann,Wambui,3072
722989633,Brian,Kariuki,3072
733719071,David,Kiptoo,3072
0736K30134,Grace,Odhiambo,2048
703682917,Mary,Mutiso,50
709472451,Rita,Odhiambo,2048
735054179,Ann,Ochieng,500
795751203,Ann,Mutua,100
2.5475E+11,Linda,Mutiso,200
2.54741E+11,Linda,Njoroge,2048
704089182,Rita,Kamau,3072
2.54729E+11,Linda,Omondi,1024
798783223,Peter,Odhiambo,5120
2.54729E+11,Alex,Kiptoo,2048
2.54705E+11,Ann,Njoroge,5120
2.54705E+11,Cynthia,Kariuki,5120
703155851,Alex,Omondi,350
746614741,Grace,Ochieng,5120
2.54702E+11,Linda,Wambui,50
2.54745E+11,Daniel,Kiptoo,3072
716076065,Peter,Mutiso,100
795074317,Samuel,Mutua,3072
2.54794E+11,Mary,Otieno,200
742359096,David,Korir,50
742211811,Linda,Korir,50
2.54713E+11,Alex,Korir,3072
2.5472E+11,Grace,Achieng,3072
2.54729E+11,Rita,Mutiso,200
2.54729E+11,John,Achieng,500
703837261,David,Kiptoo,3072
749849084,Peter,Mwangi,350
2.54744E+11,John,Otieno,350
2.5479E+11,Ann,Njoroge,5120
713362813,Jane,Ochieng,2048
727566444,David,Mwangi,500
715352832,Grace,Kamau,3072
796045789,Cynthia,Achieng,350
749124740,Jane,Wambui,1024
744322989,Samuel,Mutiso,50
727632109,David,Odhiambo,3072
2.54758E+11,David,Odhiambo,350
722908874,Linda,Omondi,200
728418005,Grace,Mutiso,200
704454324,Ann,Ochieng,1024
74476,Mary,Ochieng,350
720293888,Linda,Ochieng,2048
708468644,Irene,Korir,3072
711463458,Mary,Ochieng,5120
723326526,Jane,Kiptoo,1024
2.54749E+11,Jane,Kamau,200
7193492,Rita,Achieng,3072
2.54777E+11,Peter,Kariuki,100
797659525,Ann,Otieno,2048
791404362,Kevin,Mutiso,50
2.54725E+11,Samuel,Odhiambo,5120
711565511,Jane,Wambui,50
2.54792E+11,Samuel,Kiptoo,1024
720006219,Ann,Kariuki,3072
747513842,Peter,Omondi,5120
747024831,Mary,Mwangi,2048
714083613,Irene,Korir,100
777309332,David,Omondi,500
791868395,Ann,Kamau,50
2.54746E+11,Grace,Kiptoo,200
722996596,Samuel,Njoroge,200
741169738,Grace,Kiptoo,500
724793857,Alex,Kariuki,5120
706527176,Linda,Wambui,200
792705506,Kevin,Kamau,500
720504216,Daniel,Mwangi,350
704778547,Daniel,Mutiso,350
796880550,Alex,Mwangi,350
731285630,Samuel,Kiptoo,3072
770640791,Samuel,Njoroge,200
720,Grace,Odhiambo,500
707386818,Brian,Omondi,500
745167571,Kevin,Ochieng,500
2.5475E+11,Kevin,Kamau,5120
758942103,Kevin,Kamau,50
2.54757E+11,Samuel,Kamau,3072
708688737,Linda,Wambui,100
732192616,Samuel,Kariuki,1024
752419127,Daniel,Mutua,350
709399059,Grace,Njoroge,3072
2.54704E+11,Daniel,Achieng,5120
2.54798E+11,Alex,Achieng,350
707051120,Brian,Kamau,200
711,Kevin,Kariuki,200
702006153,Cynthia,Ochieng,200
0710266R98,Kevin,Njoroge,5120
2.54752E+11,Ann,Kiptoo,200
706533125,Jane,Njoroge,100
773023854,Irene,Omondi,1024
791092577,Brian,Achieng,5120
746203807,David,Mutua,50
2.5473E+11,John,Mwangi,200
2.54709E+11,Grace,Mutua,500
794832681,Daniel,Korir,350
716559113,Grace,Kariuki,350
